,customer_id,churn,tenure,no_of_complaints,subscription_type,bill_type,Postpaid,Prepaid,Long,Short,Monthly
1987,CUST01987,0,31,1,Postpaid,Long_Term,1,0,1,0,0
1988,CUST01988,0,33,1,Prepaid,Short_Term,0,1,0,1,0
1989,CUST01989,0,45,1,Postpaid,Long_Term,1,0,1,0,0
1990,CUST01990,1,19,0,Prepaid,Monthly,0,1,0,0,1
1991,CUST01991,0,34,1,Postpaid,Monthly,1,0,0,0,1
1992,CUST01992,1,13,2,Prepaid,Monthly,0,1,0,0,1
1993,CUST01993,0,62,1,Postpaid,Long_Term,1,0,1,0,0
1994,CUST01994,0,12,1,Prepaid,Monthly,0,1,0,0,1
1995,CUST01995,1,7,2,Postpaid,Monthly,1,0,0,0,1
1996,CUST01996,0,64,0,Prepaid,Monthly,0,1,0,0,1
1997,CUST01997,1,22,1,Prepaid,Monthly,0,1,0,0,1
1998,CUST01998,1,54,5,Postpaid,Monthly,1,0,0,0,1
1999,CUST01999,0,30,1,Prepaid,Long_Term,0,1,1,0,0
2000,CUST02000,1,33,2,Prepaid,Monthly,0,1,0,0,1
2001,CUST02001,1,12,2,Prepaid,Monthly,0,1,0,0,1
2002,CUST02002,0,11,3,Postpaid,Monthly,1,0,0,0,1
2003,CUST02003,0,12,1,Prepaid,Short_Term,0,1,0,1,0
2004,CUST02004,0,38,2,Postpaid,Monthly,1,0,0,0,1
2005,CUST02005,0,36,3,Postpaid,Long_Term,1,0,1,0,0
2006,CUST02006,0,45,0,Prepaid,Monthly,0,1,0,0,1
2007,CUST02007,0,33,0,Prepaid,Short_Term,0,1,0,1,0
2008,CUST02008,0,5,1,Postpaid,Monthly,1,0,0,0,1
2009,CUST02009,0,1,2,Postpaid,Monthly,1,0,0,0,1
2010,CUST02010,0,17,0,Prepaid,Monthly,0,1,0,0,1
2011,CUST02011,1,61,3,Postpaid,Short_Term,1,0,0,1,0
2012,CUST02012,0,20,1,Postpaid,Monthly,1,0,0,0,1
2013,CUST02013,0,44,3,Postpaid,Monthly,1,0,0,0,1
2014,CUST02014,0,44,2,Prepaid,Long_Term,0,1,1,0,0
2015,CUST02015,0,71,1,Postpaid,Monthly,1,0,0,0,1
2016,CUST02016,1,15,2,Prepaid,Monthly,0,1,0,0,1
2017,CUST02017,0,54,2,Prepaid,Short_Term,0,1,0,1,0
2018,CUST02018,1,18,1,Prepaid,Short_Term,0,1,0,1,0
2019,CUST02019,0,24,0,Postpaid,Monthly,1,0,0,0,1
2020,CUST02020,0,1,0,Postpaid,Long_Term,1,0,1,0,0
2021,CUST02021,0,72,2,Postpaid,Long_Term,1,0,1,0,0
2022,CUST02022,0,32,2,Postpaid,Short_Term,1,0,0,1,0
2023,CUST02023,0,72,1,Prepaid,Long_Term,0,1,1,0,0
2024,CUST02024,0,15,1,Prepaid,Long_Term,0,1,1,0,0
2025,CUST02025,1,9,2,Prepaid,Monthly,0,1,0,0,1
2026,CUST02026,0,19,0,Postpaid,Monthly,1,0,0,0,1
2027,CUST02027,0,49,1,Prepaid,Short_Term,0,1,0,1,0
2028,CUST02028,0,42,0,Postpaid,Monthly,1,0,0,0,1
2029,CUST02029,0,31,3,Postpaid,Long_Term,1,0,1,0,0
2030,CUST02030,1,53,2,Prepaid,Monthly,0,1,0,0,1
2031,CUST02031,0,42,1,Postpaid,Monthly,1,0,0,0,1
2032,CUST02032,0,42,2,Postpaid,Long_Term,1,0,1,0,0
2033,CUST02033,0,43,2,Postpaid,Short_Term,1,0,0,1,0
2034,CUST02034,0,17,0,Prepaid,Long_Term,0,1,1,0,0
2035,CUST02035,0,8,1,Prepaid,Monthly,0,1,0,0,1
2036,CUST02036,0,53,0,Postpaid,Short_Term,1,0,0,1,0
2037,CUST02037,0,44,2,Prepaid,Monthly,0,1,0,0,1
2038,CUST02038,0,69,2,Postpaid,Monthly,1,0,0,0,1
2039,CUST02039,0,69,0,Prepaid,Long_Term,0,1,1,0,0
2040,CUST02040,0,54,2,Prepaid,Monthly,0,1,0,0,1
2041,CUST02041,1,32,2,Postpaid,Short_Term,1,0,0,1,0
2042,CUST02042,0,13,1,Postpaid,Long_Term,1,0,1,0,0
2043,CUST02043,0,32,1,Prepaid,Long_Term,0,1,1,0,0
2044,CUST02044,0,55,1,Postpaid,Monthly,1,0,0,0,1
2045,CUST02045,0,66,2,Postpaid,Short_Term,1,0,0,1,0
2046,CUST02046,0,65,0,Postpaid,Short_Term,1,0,0,1,0
2047,CUST02047,1,59,0,Prepaid,Long_Term,0,1,1,0,0
2048,CUST02048,0,15,1,Postpaid,Monthly,1,0,0,0,1
2049,CUST02049,1,5,2,Postpaid,Monthly,1,0,0,0,1
2050,CUST02050,0,35,1,Postpaid,Monthly,1,0,0,0,1
2051,CUST02051,1,43,6,Prepaid,Monthly,0,1,0,0,1
2052,CUST02052,0,8,0,Prepaid,Short_Term,0,1,0,1,0
2053,CUST02053,1,69,4,Prepaid,Short_Term,0,1,0,1,0
2054,CUST02054,0,13,0,Postpaid,Short_Term,1,0,0,1,0
2055,CUST02055,0,66,3,Postpaid,Monthly,1,0,0,0,1
2056,CUST02056,1,10,3,Postpaid,Monthly,1,0,0,0,1
2057,CUST02057,0,48,1,Postpaid,Monthly,1,0,0,0,1
2058,CUST02058,0,57,1,Postpaid,Short_Term,1,0,0,1,0
2059,CUST02059,0,55,2,Postpaid,Monthly,1,0,0,0,1
2060,CUST02060,0,49,2,Postpaid,Monthly,1,0,0,0,1
2061,CUST02061,0,9,1,Postpaid,Short_Term,1,0,0,1,0
2062,CUST02062,0,61,2,Prepaid,Long_Term,0,1,1,0,0
2063,CUST02063,0,45,0,Postpaid,Short_Term,1,0,0,1,0
2064,CUST02064,0,60,2,Postpaid,Short_Term,1,0,0,1,0
2065,CUST02065,0,13,1,Postpaid,Long_Term,1,0,1,0,0
2066,CUST02066,0,2,1,Prepaid,Long_Term,0,1,1,0,0
2067,CUST02067,1,24,1,Postpaid,Monthly,1,0,0,0,1
2068,CUST02068,0,20,2,Prepaid,Monthly,0,1,0,0,1
2069,CUST02069,0,60,1,Prepaid,Short_Term,0,1,0,1,0
2070,CUST02070,0,67,1,Prepaid,Monthly,0,1,0,0,1
2071,CUST02071,1,10,1,Prepaid,Monthly,0,1,0,0,1
2072,CUST02072,1,66,3,Prepaid,Monthly,0,1,0,0,1
2073,CUST02073,0,44,2,Postpaid,Short_Term,1,0,0,1,0
2074,CUST02074,0,29,1,Postpaid,Short_Term,1,0,0,1,0
2075,CUST02075,1,48,4,Prepaid,Monthly,0,1,0,0,1
2076,CUST02076,0,55,1,Postpaid,Monthly,1,0,0,0,1
2077,CUST02077,0,38,3,Postpaid,Short_Term,1,0,0,1,0
2078,CUST02078,1,29,4,Prepaid,Short_Term,0,1,0,1,0
2079,CUST02079,0,70,2,Postpaid,Long_Term,1,0,1,0,0
2080,CUST02080,1,4,1,Prepaid,Monthly,0,1,0,0,1
2081,CUST02081,0,12,1,Prepaid,Monthly,0,1,0,0,1
2082,CUST02082,1,50,2,Prepaid,Monthly,0,1,0,0,1
2083,CUST02083,0,53,1,Prepaid,Short_Term,0,1,0,1,0
2084,CUST02084,1,9,4,Prepaid,Long_Term,0,1,1,0,0
2085,CUST02085,0,34,3,Postpaid,Long_Term,1,0,1,0,0
2086,CUST02086,0,47,2,Postpaid,Monthly,1,0,0,0,1
2087,CUST02087,0,29,3,Postpaid,Short_Term,1,0,0,1,0
2088,CUST02088,0,71,2,Postpaid,Short_Term,1,0,0,1,0
2089,CUST02089,0,49,1,Prepaid,Long_Term,0,1,1,0,0
2090,CUST02090,0,23,0,Postpaid,Monthly,1,0,0,0,1
2091,CUST02091,1,12,3,Postpaid,Monthly,1,0,0,0,1
2092,CUST02092,0,22,0,Prepaid,Long_Term,0,1,1,0,0
2093,CUST02093,1,8,0,Prepaid,Monthly,0,1,0,0,1
2094,CUST02094,0,3,0,Postpaid,Long_Term,1,0,1,0,0
2095,CUST02095,0,23,0,Prepaid,Short_Term,0,1,0,1,0
2096,CUST02096,0,54,2,Postpaid,Monthly,1,0,0,0,1
2097,CUST02097,1,69,4,Postpaid,Monthly,1,0,0,0,1
2098,CUST02098,0,31,2,Postpaid,Short_Term,1,0,0,1,0
2099,CUST02099,0,38,1,Postpaid,Monthly,1,0,0,0,1
2100,CUST02100,1,6,0,Postpaid,Short_Term,1,0,0,1,0
2101,CUST02101,0,46,1,Postpaid,Short_Term,1,0,0,1,0
2102,CUST02102,0,26,2,Postpaid,Long_Term,1,0,1,0,0
2103,CUST02103,0,31,3,Postpaid,Monthly,1,0,0,0,1
2104,CUST02104,1,69,7,Postpaid,Short_Term,1,0,0,1,0
2105,CUST02105,0,49,1,Postpaid,Monthly,1,0,0,0,1
2106,CUST02106,0,52,3,Postpaid,Short_Term,1,0,0,1,0
2107,CUST02107,1,13,0,Prepaid,Long_Term,0,1,1,0,0
2108,CUST02108,0,15,0,Postpaid,Long_Term,1,0,1,0,0
2109,CUST02109,0,63,1,Prepaid,Long_Term,0,1,1,0,0
2110,CUST02110,1,60,0,Prepaid,Long_Term,0,1,1,0,0
2111,CUST02111,1,52,0,Prepaid,Monthly,0,1,0,0,1
2112,CUST02112,1,21,1,Postpaid,Monthly,1,0,0,0,1
2113,CUST02113,1,16,1,Prepaid,Long_Term,0,1,1,0,0
2114,CUST02114,1,36,4,Prepaid,Short_Term,0,1,0,1,0
2115,CUST02115,0,38,1,Postpaid,Short_Term,1,0,0,1,0
2116,CUST02116,0,17,1,Postpaid,Short_Term,1,0,0,1,0
2117,CUST02117,0,55,0,Prepaid,Short_Term,0,1,0,1,0
2118,CUST02118,0,3,1,Prepaid,Short_Term,0,1,0,1,0
2119,CUST02119,0,52,2,Postpaid,Monthly,1,0,0,0,1
2120,CUST02120,0,61,3,Postpaid,Monthly,1,0,0,0,1
2121,CUST02121,0,67,1,Postpaid,Long_Term,1,0,1,0,0
2122,CUST02122,1,48,4,Prepaid,Monthly,0,1,0,0,1
2123,CUST02123,0,20,3,Postpaid,Long_Term,1,0,1,0,0
2124,CUST02124,0,16,1,Postpaid,Short_Term,1,0,0,1,0
2125,CUST02125,0,63,1,Postpaid,Short_Term,1,0,0,1,0
2126,CUST02126,1,3,2,Prepaid,Short_Term,0,1,0,1,0
2127,CUST02127,0,61,0,Postpaid,Monthly,1,0,0,0,1
2128,CUST02128,0,38,1,Postpaid,Monthly,1,0,0,0,1
2129,CUST02129,0,32,2,Prepaid,Short_Term,0,1,0,1,0
2130,CUST02130,0,67,0,Postpaid,Short_Term,1,0,0,1,0
2131,CUST02131,1,13,1,Postpaid,Short_Term,1,0,0,1,0
2132,CUST02132,1,28,3,Postpaid,Short_Term,1,0,0,1,0
2133,CUST02133,0,11,1,Prepaid,Monthly,0,1,0,0,1
2134,CUST02134,0,12,1,Postpaid,Monthly,1,0,0,0,1
2135,CUST02135,0,49,2,Postpaid,Monthly,1,0,0,0,1
2136,CUST02136,0,41,2,Prepaid,Long_Term,0,1,1,0,0
2137,CUST02137,1,34,1,Postpaid,Long_Term,1,0,1,0,0
2138,CUST02138,0,59,0,Postpaid,Long_Term,1,0,1,0,0
2139,CUST02139,0,69,1,Postpaid,Monthly,1,0,0,0,1
2140,CUST02140,0,38,2,Postpaid,Long_Term,1,0,1,0,0
2141,CUST02141,0,51,2,Postpaid,Monthly,1,0,0,0,1
2142,CUST02142,0,14,0,Prepaid,Monthly,0,1,0,0,1
2143,CUST02143,0,26,4,Postpaid,Short_Term,1,0,0,1,0
2144,CUST02144,0,5,0,Prepaid,Monthly,0,1,0,0,1
2145,CUST02145,0,12,0,Prepaid,Long_Term,0,1,1,0,0
2146,CUST02146,1,8,3,Postpaid,Monthly,1,0,0,0,1
2147,CUST02147,1,21,1,Prepaid,Monthly,0,1,0,0,1
2148,CUST02148,1,29,1,Prepaid,Monthly,0,1,0,0,1
2149,CUST02149,0,46,3,Prepaid,Short_Term,0,1,0,1,0
2150,CUST02150,0,51,1,Prepaid,Long_Term,0,1,1,0,0
2151,CUST02151,0,24,0,Prepaid,Monthly,0,1,0,0,1
2152,CUST02152,0,70,0,Prepaid,Monthly,0,1,0,0,1
2153,CUST02153,0,50,3,Prepaid,Short_Term,0,1,0,1,0
2154,CUST02154,0,12,0,Prepaid,Short_Term,0,1,0,1,0
2155,CUST02155,1,27,1,Prepaid,Long_Term,0,1,1,0,0
2156,CUST02156,1,22,1,Postpaid,Monthly,1,0,0,0,1
2157,CUST02157,1,34,2,Postpaid,Long_Term,1,0,1,0,0
2158,CUST02158,0,59,2,Postpaid,Short_Term,1,0,0,1,0
2159,CUST02159,1,18,3,Prepaid,Short_Term,0,1,0,1,0
2160,CUST02160,0,30,0,Prepaid,Long_Term,0,1,1,0,0
2161,CUST02161,0,70,3,Prepaid,Monthly,0,1,0,0,1
2162,CUST02162,0,10,1,Prepaid,Monthly,0,1,0,0,1
2163,CUST02163,1,46,3,Prepaid,Monthly,0,1,0,0,1
2164,CUST02164,1,51,4,Postpaid,Monthly,1,0,0,0,1
2165,CUST02165,1,43,0,Prepaid,Monthly,0,1,0,0,1
2166,CUST02166,0,72,1,Prepaid,Long_Term,0,1,1,0,0
2167,CUST02167,0,4,0,Postpaid,Monthly,1,0,0,0,1
2168,CUST02168,0,71,1,Prepaid,Monthly,0,1,0,0,1
2169,CUST02169,0,54,2,Prepaid,Short_Term,0,1,0,1,0
2170,CUST02170,0,32,1,Postpaid,Monthly,1,0,0,0,1
2171,CUST02171,0,12,0,Postpaid,Monthly,1,0,0,0,1
2172,CUST02172,0,33,2,Prepaid,Monthly,0,1,0,0,1
2173,CUST02173,0,14,1,Postpaid,Short_Term,1,0,0,1,0
2174,CUST02174,0,31,2,Postpaid,Monthly,1,0,0,0,1
2175,CUST02175,0,59,3,Prepaid,Short_Term,0,1,0,1,0
2176,CUST02176,0,5,1,Postpaid,Short_Term,1,0,0,1,0
2177,CUST02177,0,24,1,Postpaid,Monthly,1,0,0,0,1
2178,CUST02178,0,61,2,Prepaid,Long_Term,0,1,1,0,0
2179,CUST02179,0,4,1,Postpaid,Short_Term,1,0,0,1,0
2180,CUST02180,0,57,0,Postpaid,Long_Term,1,0,1,0,0
2181,CUST02181,0,69,1,Postpaid,Short_Term,1,0,0,1,0
2182,CUST02182,0,48,2,Postpaid,Long_Term,1,0,1,0,0
2183,CUST02183,0,2,0,Postpaid,Monthly,1,0,0,0,1
2184,CUST02184,1,34,2,Prepaid,Monthly,0,1,0,0,1
2185,CUST02185,1,52,0,Prepaid,Monthly,0,1,0,0,1
2186,CUST02186,1,3,0,Postpaid,Long_Term,1,0,1,0,0
2187,CUST02187,0,61,1,Postpaid,Short_Term,1,0,0,1,0
2188,CUST02188,0,54,2,Prepaid,Monthly,0,1,0,0,1
2189,CUST02189,1,20,2,Prepaid,Long_Term,0,1,1,0,0
2190,CUST02190,0,54,2,Postpaid,Long_Term,1,0,1,0,0
2191,CUST02191,0,49,0,Prepaid,Long_Term,0,1,1,0,0
2192,CUST02192,1,13,1,Prepaid,Monthly,0,1,0,0,1
2193,CUST02193,0,49,0,Postpaid,Short_Term,1,0,0,1,0
2194,CUST02194,0,67,1,Postpaid,Monthly,1,0,0,0,1
2195,CUST02195,0,61,3,Prepaid,Monthly,0,1,0,0,1
2196,CUST02196,0,56,1,Prepaid,Long_Term,0,1,1,0,0
2197,CUST02197,0,50,2,Postpaid,Monthly,1,0,0,0,1
2198,CUST02198,0,43,3,Postpaid,Monthly,1,0,0,0,1
2199,CUST02199,0,30,2,Prepaid,Monthly,0,1,0,0,1
2200,CUST02200,0,10,0,Prepaid,Long_Term,0,1,1,0,0
2201,CUST02201,0,59,3,Postpaid,Short_Term,1,0,0,1,0
2202,CUST02202,0,52,2,Prepaid,Monthly,0,1,0,0,1
2203,CUST02203,0,57,2,Postpaid,Short_Term,1,0,0,1,0
2204,CUST02204,0,2,1,Prepaid,Monthly,0,1,0,0,1
2205,CUST02205,0,13,0,Postpaid,Monthly,1,0,0,0,1
2206,CUST02206,0,44,0,Prepaid,Monthly,0,1,0,0,1
2207,CUST02207,1,7,3,Prepaid,Monthly,0,1,0,0,1
2208,CUST02208,0,51,0,Prepaid,Monthly,0,1,0,0,1
2209,CUST02209,0,41,0,Postpaid,Short_Term,1,0,0,1,0
2210,CUST02210,0,21,0,Postpaid,Short_Term,1,0,0,1,0
2211,CUST02211,0,29,1,Postpaid,Long_Term,1,0,1,0,0
2212,CUST02212,0,49,2,Postpaid,Short_Term,1,0,0,1,0
2213,CUST02213,1,13,2,Postpaid,Long_Term,1,0,1,0,0
2214,CUST02214,1,9,1,Postpaid,Short_Term,1,0,0,1,0
2215,CUST02215,1,39,2,Prepaid,Monthly,0,1,0,0,1
2216,CUST02216,1,8,3,Prepaid,Monthly,0,1,0,0,1
2217,CUST02217,0,8,2,Postpaid,Long_Term,1,0,1,0,0
2218,CUST02218,0,46,1,Prepaid,Monthly,0,1,0,0,1
2219,CUST02219,1,41,3,Prepaid,Monthly,0,1,0,0,1
2220,CUST02220,0,23,1,Postpaid,Monthly,1,0,0,0,1
2221,CUST02221,0,20,0,Prepaid,Short_Term,0,1,0,1,0
2222,CUST02222,0,46,1,Prepaid,Short_Term,0,1,0,1,0
2223,CUST02223,0,60,0,Postpaid,Long_Term,1,0,1,0,0
2224,CUST02224,0,5,0,Prepaid,Short_Term,0,1,0,1,0
2225,CUST02225,0,71,0,Prepaid,Monthly,0,1,0,0,1
2226,CUST02226,1,3,1,Postpaid,Monthly,1,0,0,0,1
2227,CUST02227,0,14,2,Prepaid,Long_Term,0,1,1,0,0
2228,CUST02228,0,24,0,Postpaid,Monthly,1,0,0,0,1
2229,CUST02229,1,62,1,Prepaid,Monthly,0,1,0,0,1
2230,CUST02230,1,14,1,Prepaid,Short_Term,0,1,0,1,0
2231,CUST02231,0,57,2,Postpaid,Short_Term,1,0,0,1,0
2232,CUST02232,1,62,2,Prepaid,Monthly,0,1,0,0,1
2233,CUST02233,1,35,3,Postpaid,Long_Term,1,0,1,0,0
2234,CUST02234,0,47,0,Postpaid,Monthly,1,0,0,0,1
2235,CUST02235,1,24,1,Prepaid,Monthly,0,1,0,0,1
2236,CUST02236,1,34,1,Postpaid,Monthly,1,0,0,0,1
2237,CUST02237,0,68,3,Postpaid,Monthly,1,0,0,0,1
2238,CUST02238,0,18,2,Prepaid,Long_Term,0,1,1,0,0
2239,CUST02239,1,3,1,Prepaid,Monthly,0,1,0,0,1
2240,CUST02240,0,70,1,Postpaid,Short_Term,1,0,0,1,0
2241,CUST02241,0,19,2,Postpaid,Monthly,1,0,0,0,1
2242,CUST02242,0,47,0,Postpaid,Monthly,1,0,0,0,1
2243,CUST02243,0,6,1,Prepaid,Short_Term,0,1,0,1,0
2244,CUST02244,0,70,2,Postpaid,Monthly,1,0,0,0,1
2245,CUST02245,0,66,0,Prepaid,Monthly,0,1,0,0,1
2246,CUST02246,0,63,1,Prepaid,Long_Term,0,1,1,0,0
2247,CUST02247,1,31,3,Prepaid,Monthly,0,1,0,0,1
2248,CUST02248,1,56,3,Postpaid,Monthly,1,0,0,0,1
2249,CUST02249,0,22,2,Postpaid,Short_Term,1,0,0,1,0
2250,CUST02250,1,22,2,Postpaid,Monthly,1,0,0,0,1
2251,CUST02251,0,72,0,Postpaid,Short_Term,1,0,0,1,0
2252,CUST02252,0,71,0,Postpaid,Monthly,1,0,0,0,1
2253,CUST02253,0,35,1,Postpaid,Long_Term,1,0,1,0,0
2254,CUST02254,0,55,2,Postpaid,Short_Term,1,0,0,1,0
2255,CUST02255,1,24,5,Prepaid,Short_Term,0,1,0,1,0
2256,CUST02256,1,18,1,Prepaid,Monthly,0,1,0,0,1
2257,CUST02257,0,45,1,Prepaid,Monthly,0,1,0,0,1
2258,CUST02258,1,25,2,Postpaid,Monthly,1,0,0,0,1
2259,CUST02259,0,5,1,Prepaid,Monthly,0,1,0,0,1
2260,CUST02260,1,71,3,Prepaid,Monthly,0,1,0,0,1
2261,CUST02261,1,50,3,Postpaid,Long_Term,1,0,1,0,0
2262,CUST02262,0,62,1,Postpaid,Long_Term,1,0,1,0,0
2263,CUST02263,0,34,0,Postpaid,Monthly,1,0,0,0,1
2264,CUST02264,1,10,2,Prepaid,Long_Term,0,1,1,0,0
2265,CUST02265,1,49,5,Postpaid,Short_Term,1,0,0,1,0
2266,CUST02266,0,2,0,Postpaid,Long_Term,1,0,1,0,0
2267,CUST02267,0,13,1,Prepaid,Monthly,0,1,0,0,1
2268,CUST02268,0,65,0,Postpaid,Monthly,1,0,0,0,1
2269,CUST02269,0,12,1,Postpaid,Long_Term,1,0,1,0,0
2270,CUST02270,0,19,0,Postpaid,Monthly,1,0,0,0,1
2271,CUST02271,1,18,1,Postpaid,Short_Term,1,0,0,1,0
2272,CUST02272,0,23,1,Prepaid,Monthly,0,1,0,0,1
2273,CUST02273,1,17,3,Prepaid,Short_Term,0,1,0,1,0
2274,CUST02274,0,3,0,Prepaid,Short_Term,0,1,0,1,0
2275,CUST02275,1,65,7,Prepaid,Long_Term,0,1,1,0,0
2276,CUST02276,0,69,0,Postpaid,Short_Term,1,0,0,1,0
2277,CUST02277,0,68,2,Postpaid,Monthly,1,0,0,0,1
2278,CUST02278,1,33,5,Prepaid,Long_Term,0,1,1,0,0
2279,CUST02279,0,32,2,Prepaid,Monthly,0,1,0,0,1
2280,CUST02280,1,5,2,Prepaid,Long_Term,0,1,1,0,0
2281,CUST02281,0,27,0,Prepaid,Monthly,0,1,0,0,1
2282,CUST02282,0,65,2,Postpaid,Short_Term,1,0,0,1,0
2283,CUST02283,0,27,1,Postpaid,Short_Term,1,0,0,1,0
2284,CUST02284,1,37,1,Postpaid,Monthly,1,0,0,0,1
2285,CUST02285,0,38,0,Postpaid,Long_Term,1,0,1,0,0
2286,CUST02286,0,13,3,Postpaid,Monthly,1,0,0,0,1
2287,CUST02287,0,39,1,Prepaid,Short_Term,0,1,0,1,0
2288,CUST02288,0,9,1,Prepaid,Monthly,0,1,0,0,1
2289,CUST02289,0,45,3,Prepaid,Monthly,0,1,0,0,1
2290,CUST02290,0,40,2,Postpaid,Long_Term,1,0,1,0,0
2291,CUST02291,0,17,1,Prepaid,Monthly,0,1,0,0,1
2292,CUST02292,0,65,1,Prepaid,Short_Term,0,1,0,1,0
2293,CUST02293,0,15,1,Prepaid,Monthly,0,1,0,0,1
2294,CUST02294,0,31,1,Postpaid,Monthly,1,0,0,0,1
2295,CUST02295,0,64,1,Prepaid,Monthly,0,1,0,0,1
2296,CUST02296,0,18,0,Postpaid,Monthly,1,0,0,0,1
2297,CUST02297,0,22,1,Postpaid,Monthly,1,0,0,0,1
2298,CUST02298,0,63,0,Prepaid,Monthly,0,1,0,0,1
2299,CUST02299,0,45,1,Postpaid,Short_Term,1,0,0,1,0
2300,CUST02300,0,62,1,Postpaid,Long_Term,1,0,1,0,0
2301,CUST02301,0,35,0,Postpaid,Monthly,1,0,0,0,1
2302,CUST02302,0,64,0,Postpaid,Monthly,1,0,0,0,1
2303,CUST02303,0,13,1,Postpaid,Monthly,1,0,0,0,1
2304,CUST02304,0,45,1,Postpaid,Monthly,1,0,0,0,1
2305,CUST02305,0,52,1,Postpaid,Long_Term,1,0,1,0,0
2306,CUST02306,0,15,0,Prepaid,Long_Term,0,1,1,0,0
2307,CUST02307,0,41,2,Postpaid,Short_Term,1,0,0,1,0
2308,CUST02308,0,49,1,Postpaid,Monthly,1,0,0,0,1
2309,CUST02309,0,66,2,Postpaid,Short_Term,1,0,0,1,0
2310,CUST02310,1,24,3,Prepaid,Long_Term,0,1,1,0,0
2311,CUST02311,0,40,1,Prepaid,Long_Term,0,1,1,0,0
2312,CUST02312,1,1,3,Prepaid,Short_Term,0,1,0,1,0
2313,CUST02313,1,27,2,Postpaid,Short_Term,1,0,0,1,0
2314,CUST02314,1,46,0,Prepaid,Short_Term,0,1,0,1,0
2315,CUST02315,0,44,3,Postpaid,Long_Term,1,0,1,0,0
2316,CUST02316,0,59,0,Postpaid,Long_Term,1,0,1,0,0
2317,CUST02317,1,9,0,Postpaid,Monthly,1,0,0,0,1
2318,CUST02318,1,48,1,Prepaid,Monthly,0,1,0,0,1
2319,CUST02319,0,15,2,Postpaid,Monthly,1,0,0,0,1
2320,CUST02320,0,43,0,Postpaid,Monthly,1,0,0,0,1
2321,CUST02321,1,50,1,Prepaid,Monthly,0,1,0,0,1
2322,CUST02322,0,39,1,Prepaid,Short_Term,0,1,0,1,0
2323,CUST02323,1,27,1,Postpaid,Monthly,1,0,0,0,1
2324,CUST02324,0,51,2,Postpaid,Long_Term,1,0,1,0,0
2325,CUST02325,0,35,2,Postpaid,Monthly,1,0,0,0,1
2326,CUST02326,0,17,1,Postpaid,Short_Term,1,0,0,1,0
2327,CUST02327,0,33,2,Postpaid,Long_Term,1,0,1,0,0
2328,CUST02328,1,7,5,Prepaid,Monthly,0,1,0,0,1
2329,CUST02329,1,19,2,Prepaid,Monthly,0,1,0,0,1
2330,CUST02330,0,40,1,Prepaid,Monthly,0,1,0,0,1
2331,CUST02331,0,3,1,Postpaid,Monthly,1,0,0,0,1
2332,CUST02332,0,16,3,Postpaid,Long_Term,1,0,1,0,0
2333,CUST02333,1,46,3,Prepaid,Monthly,0,1,0,0,1
2334,CUST02334,0,52,0,Postpaid,Short_Term,1,0,0,1,0
2335,CUST02335,1,56,3,Postpaid,Monthly,1,0,0,0,1
2336,CUST02336,0,6,1,Postpaid,Short_Term,1,0,0,1,0
2337,CUST02337,0,8,0,Postpaid,Monthly,1,0,0,0,1
2338,CUST02338,0,68,2,Postpaid,Monthly,1,0,0,0,1
2339,CUST02339,0,67,2,Postpaid,Short_Term,1,0,0,1,0
2340,CUST02340,1,66,2,Postpaid,Short_Term,1,0,0,1,0
2341,CUST02341,0,47,0,Postpaid,Short_Term,1,0,0,1,0
2342,CUST02342,1,12,0,Prepaid,Monthly,0,1,0,0,1
2343,CUST02343,0,66,3,Prepaid,Monthly,0,1,0,0,1
2344,CUST02344,0,66,1,Prepaid,Short_Term,0,1,0,1,0
2345,CUST02345,1,13,2,Prepaid,Long_Term,0,1,1,0,0
2346,CUST02346,0,6,1,Prepaid,Long_Term,0,1,1,0,0
2347,CUST02347,1,41,3,Prepaid,Monthly,0,1,0,0,1
2348,CUST02348,1,27,1,Prepaid,Monthly,0,1,0,0,1
2349,CUST02349,0,34,2,Postpaid,Monthly,1,0,0,0,1
2350,CUST02350,0,34,1,Prepaid,Short_Term,0,1,0,1,0
2351,CUST02351,0,56,1,Prepaid,Monthly,0,1,0,0,1
2352,CUST02352,0,59,0,Prepaid,Short_Term,0,1,0,1,0
2353,CUST02353,0,21,2,Prepaid,Monthly,0,1,0,0,1
2354,CUST02354,0,53,3,Postpaid,Monthly,1,0,0,0,1
2355,CUST02355,0,36,0,Postpaid,Short_Term,1,0,0,1,0
2356,CUST02356,1,6,2,Prepaid,Long_Term,0,1,1,0,0
2357,CUST02357,0,4,0,Prepaid,Monthly,0,1,0,0,1
2358,CUST02358,0,18,3,Prepaid,Short_Term,0,1,0,1,0
2359,CUST02359,1,17,1,Postpaid,Monthly,1,0,0,0,1
2360,CUST02360,0,31,1,Prepaid,Short_Term,0,1,0,1,0
2361,CUST02361,1,40,2,Prepaid,Short_Term,0,1,0,1,0
2362,CUST02362,0,52,3,Postpaid,Monthly,1,0,0,0,1
2363,CUST02363,0,18,1,Prepaid,Short_Term,0,1,0,1,0
2364,CUST02364,0,65,2,Postpaid,Short_Term,1,0,0,1,0
2365,CUST02365,0,35,1,Prepaid,Monthly,0,1,0,0,1
2366,CUST02366,0,20,1,Postpaid,Long_Term,1,0,1,0,0
2367,CUST02367,1,24,3,Postpaid,Monthly,1,0,0,0,1
