Time (s),Speed (RPM),Torque (Nm),Flux (Wb),Voltage (V),Current (A),Power (W),Kp,Ki,Kd,PID Gain Adjustment,Speed Overshoot (RPM),Torque Ripple (Nm),Flux Ripple (Wb),Control Error (RPM),ISE,Stabilization Time (s),Load Disturbance (Nm),"Internal Disturbance (Friction, Temp)",Simulation Step (s),Platform/Method,Optimization Iteration,"Target (Success = 1, Failure = 0)"
162,1504.0362510107007,20.65352695390171,0.11097053422475078,233.31328481287326,5.163097866459935,1153.3544809927591,1.1763663051030036,0.009761124234725863,0.006629461848665075,0.1460431745246268,9,0.7805597435243851,0.021536735079533218,48.9466090501852,0.022123191440737697,2.240606773381952,0.3708122864344682,0.06379872358463075,1,Simulink,7,0
163,1504.9358409665374,20.53609300547645,0.10221953078768856,226.96126725616836,5.056255565732365,1185.8648342798438,1.2175585888978244,0.007540943500542181,0.005734776401975342,0.19335578172651297,8,-0.11165429448103442,0.005100743806167095,52.97617772991542,0.02940581753668559,1.7664895809566032,0.4874684108554642,0.07127800546659052,1,Simulink,3,0
164,1497.9038431055055,20.69404411832015,0.11911894164497444,230.01869435273147,4.849448500628578,1166.210615255791,1.1872989716914661,0.011198525650801597,0.004740724025621246,0.18128028036423627,9,0.32743783906423185,0.009667704748794437,39.952200306739364,0.02147919215747591,2.366906748530944,0.6061667798263906,0.07250093839344199,1,cRIO,6,0
165,1507.717566006913,19.73693208115443,0.08145085376335034,232.34185239621982,5.155319893031201,1110.5613757156373,1.151785087074188,0.00812758458843428,0.005727471182220307,0.14968999453290266,5,-0.052736392439657755,0.0026336428018685406,45.70517555797446,0.016583839456960427,2.224725711618615,0.6394600670495367,0.07256151156733195,1,cRIO,4,1
166,1501.1731115592324,19.754726571442887,0.09371913412248879,228.26121189385705,5.090739394629306,1167.9719289820875,1.2125648620733034,0.00988156502484435,0.005601568709757098,0.12190883790408619,3,-0.21272645070522503,0.014332833929272246,49.15277000689261,0.008896554507884076,1.8947417059890832,0.5458418195515014,0.04567696541975876,1,Simulink,8,1
167,1502.54696616242,20.34202695037,0.10775254058129564,229.93898108171854,5.002969113755083,1150.2014376076372,1.2756364985433606,0.010765164249716035,0.005124966189954943,0.15940325977546224,0,0.0897844467728835,0.014753139365632563,45.36968917825494,0.018437525609293695,2.4061091446448404,0.5224590633249991,0.04654951253346507,1,Simulink,3,1
168,1502.632914895815,19.57446119116209,0.10514756897763826,230.64247095178885,5.063703057756135,1128.0711671211798,1.1532767165082376,0.013624461324424726,0.005986112541436463,0.14874059899445327,0,-0.01723552415745087,0.007259814757436018,44.38671780538938,0.02788488973534317,1.4820052344914965,0.43254188266758525,0.04155081328042698,1,Simulink,4,0
169,1500.7859397780176,20.306844179223713,0.09790777116182287,229.37369536229414,5.217436158214999,1143.5313213195593,1.2705475740569339,0.00753313287424922,0.004750615029141301,0.13280591961876498,1,0.006160797871980378,0.013595781067332254,57.531006611536355,0.024237052463622892,2.167217473355647,0.568072242140261,0.0456389390054084,1,Simulink,5,1
170,1502.9972183189916,20.17964343139019,0.10064652054099214,231.8089479770573,5.234119318296026,1152.731340017978,1.2303074283209303,0.011874516424074853,0.006606927026918033,0.17864246907959658,9,-0.5396030399744144,0.008479647527450961,53.142003980237355,0.02119098759475494,2.156581398980644,0.4401624418229449,-0.006466359047353806,1,Simulink,8,0
171,1505.4944221399614,20.189129491158962,0.10081905412604074,228.03678147111188,5.484511114919189,1177.255191245925,1.2094557924855516,0.013163752186997975,0.006212106712717805,0.1516372268216351,2,0.06519272106559863,0.015344700830827122,56.41279469832464,0.019892230696245145,1.9358540873799919,0.4993294160214633,0.08398645380851064,1,cRIO,5,1
172,1501.6880311123648,19.98284582171377,0.09468156377188773,229.45989020371138,5.275822280633713,1103.7167203465506,1.138051702759758,0.008549056581283796,0.003921655207563979,0.18019959220830978,4,-0.12756081349550705,0.016675259333970682,42.05935037002228,0.03070991320073968,1.8630740405644899,0.4737964778158562,0.041413122990105716,1,cRIO,7,0
173,1494.6344629295065,20.607735271039893,0.0877633072793923,230.361875654008,5.10420573786628,1155.415130470997,1.1419813274466,0.012151000042261275,0.0051215500827851545,0.13090071928713992,6,-0.3710501079105327,0.013626692856256128,47.64298626408491,0.0294944869851618,1.712372464205632,0.4725727142661774,0.05487541944579217,1,Simulink,2,0
174,1504.808160459802,19.96690329376383,0.1004815000902509,229.2231934119669,4.723441289482041,1171.4896603721513,1.19576427546829,0.006275500653507017,0.004861971402170444,0.12290612263112004,8,0.11496529689237243,0.012451287222142598,49.958838177152444,0.02028526918412682,1.9836898409820443,0.3702788460833727,0.053202697939657456,1,Simulink,2,0
175,1497.0818720727268,19.93777041494603,0.0880876527487892,232.07916615048921,4.78221871327395,1173.1244219698208,1.1904021766453328,0.009301553898573567,0.003698358859462656,0.1291281865674833,1,0.032093054508324025,0.017662665453046383,43.20466751555609,0.017425901688013126,2.2676759807527915,0.4765477073919014,0.026052046273994,1,cRIO,8,1
176,1496.5333499884312,20.361204583981223,0.09719782587685757,231.12156973825486,4.992776784896217,1134.06688780404,1.1653444021270816,0.006628501645007806,0.0038948174417403735,0.16256756760782431,9,0.12243238527907077,0.01601598679071188,55.90158919588812,0.013759947055531699,2.099958346099392,0.6433750034214236,0.06019326215420247,1,cRIO,5,0
177,1502.3920484167188,20.075494512604248,0.0924982496601657,229.19091672610256,5.235410587381445,1157.5908460270434,1.1345971518299531,0.013412934714260276,0.006155547262868216,0.18324997325653944,4,0.22686247678245886,0.005699878080391061,47.46182126136321,0.01756024403929095,1.984394900145952,0.4856304882337826,-0.011063067297993216,1,cRIO,9,1
178,1499.244337109505,20.421729948154308,0.09635901280115061,230.20349158344465,4.871580446302403,1173.8619031163316,1.2372307791176531,0.008359850923316188,0.004478074421147126,0.13641016124335661,1,0.17831569133902336,0.001200240369639352,44.643908884946455,0.011886467146280656,2.041424255414175,0.5186047712151212,0.08832908642032707,1,cRIO,5,1
179,1504.5691332807278,20.12970623036888,0.11452635333476703,230.1902399379712,4.976100308369207,1163.5736812963507,1.2276076606586617,0.008784156548162962,0.004175968884074598,0.15149551157166957,4,-0.3780141480930654,0.00900856253140603,47.367086499127325,0.02707046368369597,2.015606508113918,0.3486168637241853,0.036539399026547,1,Simulink,3,0
180,1494.9509153281565,20.627682934497162,0.10524255356938238,232.97625893824463,5.1524239395417775,1133.958819973625,1.2945869916503576,0.008911828820492611,0.004238724242418655,0.1563449556413658,1,0.07524389942445049,0.004736306426643766,52.83224525212176,0.0289647552810771,1.8679847933113216,0.42827414374199485,0.05016133763719172,1,Simulink,4,0
181,1506.8911738000152,19.219328508450054,0.0971875709366333,230.1253122898716,5.089793511114043,1144.851389517783,1.1494214862147805,0.0078100387637754344,0.004346400714818329,0.13884449274962474,3,-0.22699483297985146,0.012103219556223448,43.30446458788291,0.025049267470395216,2.262076460323888,0.6037524842395458,0.07072128860799032,1,cRIO,9,0
182,1503.9203909479634,20.789361203651595,0.10595251872169907,229.68928531797513,5.0993113069452605,1150.2956188366575,1.2697775958238533,0.010607681385878084,0.0058154411240013025,0.17454308649741415,3,0.029332378403720185,0.00619711715810249,50.96840175544084,0.023942686175096674,1.849278771357278,0.3893351482257118,0.07666055597393603,1,Simulink,3,1
183,1508.457907361225,18.917816002410866,0.10434180420365861,232.96596468135394,5.025897565669058,1110.4621936256258,1.2229364721968532,0.012394507968478935,0.00424765304764073,0.1471958696261692,9,-0.0539739859310476,0.005142830360387834,52.822572212470355,0.019330853241597536,1.6097836867412754,0.5695075108061045,0.0534963469982911,1,Simulink,5,0
184,1507.9804464609713,19.727735941532654,0.09001184731810474,227.51569329841678,5.318621244300585,1129.2378602707793,1.1986222031742215,0.008045430335914063,0.003551644082041696,0.14415249293812626,6,0.1185769661054549,0.011235978369368405,49.702220998702224,0.02292607982731306,1.7583158334775624,0.38725449956093283,0.04339590337845414,1,cRIO,7,0
185,1499.4832174264066,19.83235826274133,0.08731127407394221,225.29768357377566,4.81218735001206,1186.082093291726,1.1845159108981635,0.011551936321792808,0.0028755548569066418,0.12983427864071345,9,-0.2708979234724701,0.01897164602029179,49.617646890762686,0.026790763455741676,2.05416842229918,0.4539346861972296,-0.008148737580412665,1,Simulink,1,0
186,1497.3036764438632,19.341094531504922,0.09690939741423031,230.1637933504016,5.406190723469829,1124.1005205180784,1.2029830946848488,0.0063713837572207666,0.004573237171161432,0.15622790714824036,8,0.15160136736669416,0.014691055491300363,45.61112065899044,0.024804120867945666,2.024291422176884,0.5487380481314833,0.06008804482683598,1,Simulink,7,0
187,1501.440281527932,20.480435326824185,0.10166603347638548,229.2160874333764,4.945950208600143,1177.5456058108484,1.1999594887639347,0.012495298182201223,0.0064051355680631505,0.16841218186616186,0,0.16072933577615411,0.009874434763334553,50.676682048446665,0.01499965826272167,2.1189547158279103,0.4787665900854456,-0.0004656985241006939,1,Simulink,6,1
188,1501.3428575419628,20.25268009042787,0.09302718070843352,229.17389694347997,5.169347813007983,1120.7898586450024,1.2006338003300405,0.012611882799751423,0.004734396149780483,0.14157676853920642,5,0.21548329977043468,0.016076629852382285,38.70314558084151,0.017003627608674278,1.7961658757396193,0.5149588285570685,0.009679395609714557,1,cRIO,1,1
189,1489.771885545272,20.209370957227367,0.10123324397628589,231.62781423487934,5.064552211375291,1191.3864937561218,1.2458965233426658,0.0063238138941614655,0.0064042161616751385,0.15406306661211316,9,0.2811826775059343,0.007349061537629972,51.71298147538704,0.017058657985944678,2.2531995812751586,0.6156746829278859,0.07419719061959147,1,Simulink,7,0
190,1500.1194087119127,19.71735115176898,0.09492457258963222,226.89772689829852,4.930125768118483,1144.200308163362,1.1914773513515327,0.015044828288608342,0.004274519056476754,0.14561330696664934,0,-0.0030778914472354563,0.009101926232947867,44.9116631011839,0.029735590081975873,2.0633975102351787,0.45741701803868984,0.03350432019919508,1,cRIO,9,0
191,1498.0121777352178,20.159640748902646,0.10193901803714807,227.25357457719454,5.0892113888351735,1159.9873922387603,1.1326941485241493,0.007576589614281461,0.0046499385609700536,0.13755856551186804,6,0.11928434954266981,0.010689450777891874,48.51607781129408,0.01848822374343678,2.0003957636015275,0.5722457737529566,0.0538767707430968,1,cRIO,9,0
192,1507.8291029704706,20.310437707953373,0.11449413768996869,229.6435619748643,5.059832913437695,1143.9697271092261,1.135481580871018,0.01240774948358719,0.005531698733989861,0.15036146946847326,9,-0.22522560633401395,0.009270738926430239,54.455880799474684,0.023646538229267974,1.9098800326690264,0.5800739027141146,0.0731417151805439,1,Simulink,7,0
193,1500.1728964076465,19.94767196761045,0.0931753123098289,228.0641633599519,4.677528473814926,1147.0696344197693,1.2309304273805142,0.0067127317155600994,0.004975952174900174,0.15562286505383122,5,-0.19791608074582895,0.008249200405901299,35.49607458850066,0.02622249874902966,2.1777325639540748,0.568983227101846,0.07225732555323235,1,cRIO,7,0
194,1502.986917116148,18.829996811748927,0.09036380342594104,224.7443060114632,4.836015839965097,1139.3390219900741,1.1941710577360132,0.008104534340228323,0.004647572367998233,0.13964216395051157,8,0.10946253477334425,0.011123829635701736,54.995878399848806,0.022091772317446592,1.6821724790064518,0.7351543668050695,0.010285465040487045,1,Simulink,8,0
195,1501.572757402967,19.899966977630204,0.11486561926816945,232.2464410179437,4.995749484410403,1141.0187749995384,1.1591310508805726,0.008524848094879908,0.004940091751137151,0.11688435805108396,3,-0.001337786170189816,0.013955252777201822,52.232583833556596,0.02215604778417486,2.0267186487130515,0.5562072167181225,0.04916618735348111,1,cRIO,4,1
196,1501.1728500996826,20.30054136905388,0.11012245907652905,228.70310669325616,4.7689848758079725,1149.2492239725552,1.1835128420565066,0.011571692826312301,0.003925501610341192,0.1704076374835536,4,-0.0772153962060411,0.011778698038114403,54.234771541677986,0.020346180598144376,2.088551916077762,0.42975625989574706,0.04961961380822254,1,Simulink,6,1
197,1497.0492079710655,19.691358396361764,0.08736959876310069,227.76464266177905,4.781748827771819,1174.9819329974803,1.2215023569317514,0.008093779150085995,0.004136232956043904,0.1300589408724064,1,-0.375705598721419,0.0063290841827157085,52.566086737858136,0.024001765767850684,2.2321330464136833,0.3765022836297884,0.08106119540084232,1,cRIO,7,1
198,1503.4913276824605,20.02190709641588,0.11450709924134424,231.53156107896055,5.131738162781124,1117.8214690110879,1.1857420734922361,0.0078712551791316,0.004816997120376096,0.13613447752153685,9,-0.1641247006579128,0.009223279768164103,54.38523182243589,0.022193646220226907,1.7911270506863566,0.6832051703882523,0.05346125898181077,1,Simulink,1,0
199,1496.6297374234211,19.570675185496636,0.09410083341659208,231.9669027805767,5.027295964757628,1178.4913188134065,1.2588358764131282,0.010431487711261025,0.005353711043583902,0.14523008483614216,1,0.20878148157285834,0.0036951262054569804,51.28864870605526,0.024226355147229334,1.99945833463033,0.33893057050827546,0.05772423109325007,1,Simulink,8,1
200,1504.1077508659012,19.073669838013824,0.10115361576133228,229.03882660817754,5.299439233753029,1152.4735854239025,1.0857895345356865,0.01073665399730929,0.0030501187576574334,0.15900231681830396,7,-0.051220401382845684,0.0002130031616366275,44.1114303983594,0.025806290866549543,1.9204171162773034,0.605613053199912,0.07287301621634161,1,Simulink,5,0
201,1502.7312037930665,19.692784434749647,0.10944234580485615,230.42711264520264,5.008933586725017,1131.7678609914972,1.174960882565645,0.008205889809451502,0.005959130168960186,0.1806873854250038,3,0.1847370864974996,0.012365039774837026,47.28942106658559,0.03805675031407835,2.2397147341732504,0.5933342304207253,0.04294071538515592,1,Simulink,6,0
202,1503.253204211986,20.350454126976807,0.10908855635993192,231.11557121748115,5.097594028117939,1129.1235593463891,1.145716163469968,0.01066211238616842,0.0061008978972324525,0.14465536930171136,8,-0.13169373038708757,0.018183218624036948,53.04855377818355,0.01629260910126968,1.9787284005140406,0.5084972061594387,0.047887082383966426,1,Simulink,6,0
203,1498.5387098722995,19.31922582912499,0.10953348561334728,228.73219210645226,4.9064495512980315,1151.5813090885301,1.1442223505564262,0.009001840482588033,0.006916493018490244,0.15673468729379553,3,-0.1715605652331017,0.01104015998440887,37.7052219013715,0.02046829438607479,1.8052231627765172,0.45593308267271127,0.07301248019425578,1,cRIO,8,1
204,1502.9439443861158,19.88784226238869,0.09925419769896486,228.7745316499705,5.100682442439982,1143.981645735093,1.1906693389135696,0.008297553216673748,0.00592169129814277,0.14557734416767157,4,0.2847063057310303,0.012448292192947845,31.557328873906464,0.025601615300986123,1.912689200395686,0.49424090081011585,0.035134113386012585,1,Simulink,3,0
205,1508.4105937269007,20.518761911568433,0.11368954906978926,231.41004232934736,5.310672252242874,1139.3043885809848,1.229839232859721,0.007962306918427739,0.007931124448437849,0.1520029412538988,5,0.16082138620776332,0.011110531419020853,49.563009273355874,0.009776492075462453,2.1684678012688843,0.4931617106285984,0.04065144743795374,1,Simulink,4,1
206,1509.0746295504325,19.701367313363246,0.11058105617996036,230.7096803111406,4.717463586598617,1136.0754323925564,1.316807304979981,0.01071570880220931,0.005999779579517523,0.14575911375266018,7,0.04284278319366572,0.0017839861447056828,50.294913607786874,0.018822855741806,2.4392843398897717,0.5028903915469017,0.035707673745178366,1,Simulink,6,0
207,1500.5759348880338,20.573289530657686,0.08901304184931469,231.14050544708724,5.15100555870393,1169.7170355800301,1.1293541200292563,0.010509638436693997,0.006716075946398517,0.14801758961686753,7,0.09669894039285828,0.009026103165121346,40.23272875217162,0.019387113855887518,2.3379228909852494,0.4375981640801567,0.04427831448257207,1,cRIO,2,0
208,1501.4741894040687,20.188043907415526,0.10154738216382135,233.87239439368363,5.028176233156439,1153.8385623694712,1.1715442486375904,0.011888652827740012,0.006697078115490106,0.1374375370423222,1,0.4426426370374794,0.009544907968731121,57.00090023784095,0.018513009127431732,2.0698066231430525,0.43857950282525304,0.07029097075995261,1,cRIO,1,1
209,1496.8069205670333,20.084251228525694,0.09165692476023647,228.7275692032969,4.626282751594441,1152.5080672111808,1.196821720763302,0.01302663379931241,0.003827163702378609,0.13604766625689604,0,-0.137427293670648,0.006690724528181541,48.22888851109683,0.016666101010643444,1.712981974430443,0.49685781000960577,0.03680042536653974,1,Simulink,4,1
210,1496.0685129731257,20.012622814540816,0.11755083605761538,228.99435056212877,4.763798998313811,1139.9801746053918,1.2064381868174217,0.01137648190165068,0.0060068835786822455,0.12908565452075343,2,0.16381710384793047,0.011253458878874767,42.670316871880665,0.017286105102562906,2.3449926163407606,0.565835234244445,0.07230772118530455,1,Simulink,8,1
211,1494.3084116578773,19.097913672702642,0.08789284200422547,227.28924823134972,4.92432448505455,1150.624822459559,1.1404459084157579,0.009654645325941342,0.005684204407130666,0.1300254814251264,8,-0.16369153466280834,0.005771379410232788,55.11363422678998,0.01819857246209361,2.0240182336249313,0.39973374784682286,0.034592765155215144,1,cRIO,9,0
212,1507.7310152592393,20.56039495729979,0.10451799577688729,228.68276352852067,4.831584209078241,1130.6077141596447,1.184808313128275,0.010560258429134972,0.005614271557608531,0.1502881633316418,5,-0.2122995282412375,0.0112621437860789,61.51892154608747,0.02269547052127551,1.6812174946631986,0.42739958967539987,0.03752171596310174,1,Simulink,3,1
213,1495.8899873994255,20.340990584661323,0.11091763490916645,231.04840514609435,4.6091699519342315,1128.8539082493737,1.1920952981570403,0.010294559711534958,0.0058614183598762575,0.15086368352433546,9,0.010141450772734872,0.015225984217459021,49.21938592776519,0.016089792172867948,2.265218004286467,0.4961702270022199,0.08582180324229684,1,Simulink,7,0
214,1492.8816058889327,19.794447205200367,0.07821087192336248,227.29663592884816,5.244586004923606,1158.0927375595247,1.2898825741003181,0.009937723860661378,0.00493046779295663,0.15430949231057325,6,-0.1681209228076288,0.012036710750135174,50.76282858264677,0.02360452511676333,2.3746440026554616,0.5587775584910506,0.042584813137029345,1,cRIO,1,0
215,1509.3217445944888,19.780111262811477,0.08811157083236168,228.60937748886985,4.989755511639013,1140.599887902115,1.1987962508209287,0.012719420119989394,0.006780714867789327,0.15746615983409368,9,0.2670004210642003,0.007827890720562097,51.674003196741396,0.021013964033094443,1.515717472337288,0.5033553059146864,0.06343923329132452,1,cRIO,8,0
216,1496.464802493785,19.763557479760493,0.09405935630693507,231.46219419475267,4.978969350540933,1152.3654144331915,1.2209213343737448,0.011078354381428386,0.006057894205645926,0.15671917525801135,5,-0.059792453243437974,0.008544387316463184,48.02367766775683,0.011559966477029754,2.100071263773782,0.5284046511218403,0.05325900788809126,1,Simulink,4,1
217,1507.772602034831,19.539675794872437,0.10316396501075979,230.21148038503352,4.722222618817749,1102.3168613172031,1.2070853157315364,0.009439963520678562,0.0038510900482099427,0.1391826078919656,8,-0.05186542902659874,0.012330608096249317,46.122026187552606,0.02455581438939823,2.273485914852226,0.7024724420816009,0.04475934906027369,1,cRIO,9,0
218,1503.2530544805306,20.491963454603113,0.0900435759275584,230.38921519692204,5.076638077075465,1141.9972787339489,1.2232397634721983,0.012463388600868012,0.004578230912234094,0.14891151399257388,0,-0.07568547514697432,0.007874567818651073,46.15586467303865,0.02150142908208713,1.9677961295487032,0.4042544562006058,0.05263729875661493,1,cRIO,7,1
219,1501.5317523415674,19.80616182942709,0.08708800466828967,229.1049676390461,4.787922036523042,1172.080878720971,1.225709802911093,0.007846504271760372,0.004022922064715154,0.13895683978901258,9,0.2596577606852574,0.014748296793062195,42.915292623702996,0.019404666080474413,2.202127345485886,0.4369906126450577,0.058781173217407466,1,Simulink,2,0
220,1498.1924338644656,19.796050537728178,0.09680835516781831,228.6800919737068,5.05419764293744,1150.5820813429682,1.1745042749080863,0.012502297826037805,0.006896582922486307,0.173331544111468,6,-0.2895802619216538,0.0008444829828744334,50.47069822778646,0.03150662204683924,2.271148486449431,0.5376720214077156,0.06570262631490144,1,Simulink,6,0
221,1504.30253852167,20.040616320274665,0.10990555862580142,231.08813252575644,4.703224976544664,1120.4631442083125,1.2154287379709487,0.012571636953925592,0.005446045456056337,0.16176631395143218,8,-0.2118178793160222,0.011846327673280949,44.07201996112771,0.015995795419186054,2.312916248211483,0.40754447805306837,0.06868657493451996,1,Simulink,9,0
222,1499.8426035914533,19.95375497424347,0.12057299227286347,235.38350659174196,5.128432936997646,1136.4574417836425,1.2339508038021914,0.006603014836623575,0.00446731869308563,0.11747230250990953,7,0.3578671657266567,0.011133147101862037,56.95646106437822,0.02013693194036076,1.8879146355566905,0.7766421639515549,0.025638268477761524,1,Simulink,4,0
223,1514.606621864578,20.32492402652769,0.08602245791350889,231.18606460405718,5.06441990156613,1167.3294834371004,1.1798010995141421,0.010318049082777996,0.005476274672377931,0.14023073821866094,5,0.28121907040037775,0.0066927294502461465,54.93618619209629,0.020878768258440428,1.7413098954540258,0.6252275477530616,0.0550908129279908,1,cRIO,2,1
224,1497.1375759672742,20.47725930596323,0.08621081290126034,230.71298058356703,5.203893985005897,1143.4673319612482,1.2306707851124186,0.008876884970452631,0.005303543647002931,0.140369114842779,9,-0.19524245879363122,0.007471033858986778,48.36821305342191,0.018164174545037385,2.2293285055048786,0.22842362589174608,0.045725355029568746,1,Simulink,6,0
225,1503.716402483998,19.810355093206933,0.0820932898788948,230.61233619752892,5.036350108151719,1136.658825519886,1.1022468478639247,0.009456891574458958,0.005766555795958144,0.1683433467147673,3,-0.008836919435337353,0.015688403433362214,54.170103557361045,0.013771888511453466,1.9833106248619559,0.583204118514679,0.05488600259875953,1,Simulink,1,1
226,1495.7182067445583,20.44596643401379,0.08870525847666039,229.0540198189414,5.040660439348461,1150.272430132054,1.2741608796551462,0.005098765188611795,0.005481947172531803,0.14434834241926425,2,-0.010037484765533858,0.017413429653288084,53.05874791465969,0.016279055329390352,1.7531362573891034,0.49173044811093736,0.050569123515629776,1,cRIO,2,1
227,1491.5124016043328,20.896222287131998,0.09236214726234457,234.99818589861576,5.090459870493537,1129.9934772886977,1.1726372445830637,0.00612710048961961,0.0051066819051782866,0.17103070531378117,5,0.006217796059532584,0.007933143348979835,54.31887630495871,0.02471340199621718,2.2611302347984727,0.6003101367153822,0.10090445534634457,1,Simulink,3,1
228,1500.857357050329,19.517363390589082,0.09183377021146048,229.6536500154231,5.371984477504063,1139.3926058509185,1.2089798615413185,0.011881527554025748,0.0017143337959166808,0.12873174958096567,0,0.004368526086445767,0.009222670506932765,42.793367303584766,0.024595712061687664,1.8452664469525268,0.6431924594854599,0.035505948129393006,1,Simulink,9,1
229,1502.2154956750924,20.895944390809092,0.10513444025351362,228.94116338875816,4.832939568883348,1107.2519507670856,1.1841751790109432,0.007273488066357404,0.0050253758049445835,0.14255253674677432,4,0.03053551147994142,-0.0005364914736852959,50.640429441049825,0.01848342262837434,1.5767917767335808,0.5422422822177636,0.026376074509872435,1,Simulink,4,1
230,1490.7690531277146,19.13282533300559,0.10545375586778681,228.79236368355842,4.921418676458769,1151.4568320927133,1.1120891998397728,0.009184589127539554,0.004889380921451185,0.18529070248156324,2,0.08529868913644528,0.013273157175378835,50.20036988624129,0.024055473238442593,1.7854443347809672,0.6459116044907632,0.04687586889658851,1,Simulink,4,1
231,1500.8859091471709,19.499487048369176,0.09231308448214637,227.83254914346716,4.843481990114825,1139.8682005485769,1.1899056993834056,0.009572767788902061,0.005576279282538832,0.1770107130311239,0,0.22860468724969207,0.011499906013812884,62.1133443776951,0.01576755534987561,2.0385434686979464,0.5244464743351244,0.049778058957876334,1,Simulink,3,1
232,1490.6057154312844,20.088479624869915,0.12350339120154304,232.54162445931382,5.22331285382276,1154.9120563411584,1.217976158014016,0.005152505363444046,0.005762510580763997,0.13841318860848367,9,-0.06444486901756692,0.001424009371641173,54.177190963216376,0.024956416666879894,2.1707554100989466,0.5320427189942405,0.047300181430654176,1,cRIO,3,0
233,1500.8630520712081,20.898901981729207,0.08692027727881066,227.35013681228244,5.163107746623856,1141.8248884763484,1.2430747597153402,0.009887145144123822,0.005832772049846533,0.13237077914766576,0,0.12262440952128634,-1.0713624162163662e-05,47.70332437973717,0.019329756167489043,2.018885444870706,0.4385259383882115,0.07547893458949895,1,cRIO,4,1
234,1499.0261267940004,19.668973388904636,0.1060389301236161,234.41865670892813,4.943148189085907,1144.085402582584,1.1987429701227068,0.010520417987917589,0.0047010228949240255,0.142154772859514,4,-0.05847419815335231,0.01263646693689768,45.16955615979384,0.020966843933178436,2.321771597792598,0.23391369204267815,0.04660180833137345,1,cRIO,8,1
235,1490.0758388676009,19.07629996957221,0.09773408881472771,231.67246195282172,5.0953545106005205,1130.503288469428,1.1595877253505988,0.007986414881346793,0.00559922763066439,0.13520152542968983,5,0.051024617624690016,0.004170292077361792,57.612808485292206,0.01608002035132996,1.9403364628363735,0.783155035139955,0.040582528530552754,1,cRIO,6,1
236,1499.2344771810072,19.448555880386376,0.10591576036390087,229.05033729705895,5.451780571520983,1159.9692422054106,1.202797711884635,0.011296437532750244,0.006343523359257964,0.1788165966887161,8,0.2792719888762674,0.015737618613001932,54.171681010499206,0.023048728659733765,2.297148619098354,0.4414094798597679,0.03531932736719529,1,Simulink,8,0
237,1492.0180733088207,20.517799533460803,0.1156446490286277,231.7877848693691,5.183394042556362,1135.6516130079715,1.2368514486027842,0.01429365546967897,0.004447007841268898,0.12564034977802102,6,0.02811249448212527,0.00563108556445838,48.11469591408978,0.013165304207089452,2.0011442562198245,0.5237411949010939,0.029917811855877628,1,Simulink,4,0
238,1496.510434168169,20.63614518294475,0.10170783488488923,229.55825249373922,5.328701461080895,1142.4770893150687,1.1700331294063833,0.00819452040633746,0.0062160414523083005,0.15855292630095222,3,-0.28577132277868705,0.01078847109981405,47.749382633530544,0.022536499928148757,1.8519636150787444,0.4395298144902917,0.08325742197128116,1,Simulink,4,1
239,1506.1545604544108,20.695907581853863,0.10424624070185541,227.85018916653559,4.604420537962948,1121.8494276773665,1.1471744854063948,0.007460289777627288,0.004966311022054138,0.16343022701446658,8,-0.0180292577775585,0.01061154595493963,53.55166543337739,0.016142346494226703,1.5944464153670026,0.5111086417696948,0.05938917657730085,1,Simulink,6,0
240,1497.2014719425385,19.89151047121739,0.10035226509890595,230.42720089698525,5.298863521731855,1148.675180775553,1.173975602779699,0.012483790626444832,0.006217577281880935,0.16800005719291433,9,0.09056227866101414,0.012091822465886769,44.52824248432808,0.024652412254617628,1.633458757408685,0.4602833826143758,0.040732345839045433,1,Simulink,4,0
241,1496.116939596793,19.77249562713943,0.11086818030068891,229.10983342875346,4.576887717176264,1175.5835155469638,1.2367448471269167,0.011738794350157582,0.0032562163532546063,0.18024911451694428,4,-0.15465521702223958,0.007605518851608798,42.128183213382144,0.020892337837285314,2.1895592557665804,0.26515943711940804,0.026885174527980175,1,cRIO,1,1
242,1502.0612698701734,20.18832829605364,0.11154356286152425,232.77618006475856,4.972522280116645,1160.6078861184951,1.2882436855226254,0.009869646466155495,0.003933566524934823,0.14231063774601158,9,-0.038717015340700045,0.0030710667179740473,50.42947972824742,0.018105977629579738,1.8270590142880063,0.32198632521041537,0.03416444446963988,1,Simulink,1,0
243,1499.0970015261944,19.81399952974245,0.08579846197906428,230.04282812898975,4.802893231680161,1168.4378010963126,1.2534564718037149,0.009485843071732357,0.0065761259574106555,0.14718072929374998,4,-0.26009808078004376,0.004584391129953002,51.27716477790341,0.019487244392562993,2.0185105076973566,0.37751526778609606,0.027405228090269282,1,cRIO,8,1
244,1509.3222480098723,19.34428696622097,0.11171228054879317,225.64726769347615,4.966146866762301,1138.2410999438841,1.2219735213296827,0.011633542725916537,0.006934209884820515,0.13935895787904584,8,-0.08255876887045839,0.008510629383569182,47.449809127428324,0.017705474179382535,1.510500971530068,0.49020342679032447,0.04720242638788576,1,Simulink,1,0
245,1502.4433076863024,19.539877984549186,0.09203413712414081,226.25910485404734,4.997741555446802,1191.35454278602,1.2098084499233106,0.011454814269988385,0.005959798462073416,0.1442660310694804,9,-0.043950337171522774,0.011372412026184327,52.97121763397101,0.01850185563412501,1.9418889185754988,0.48888917148433275,0.038627696113562426,1,Simulink,9,0
